"Uniprot_ID","All_ids","First_id"
"Q8CCH2","Q8CCH2;Q5DTP3","Q8CCH2"
"Q8CCH7","Q8CCH7;A5HE91;Q8CCH7-3","Q8CCH7"
"Q8CCI5","Q8CCI5","Q8CCI5"
"Q8CCJ3","Q8CCJ3;Q8CCJ3-1","Q8CCJ3"
"Q8CCK0","Q8CCK0;Q8BP16;A0PJB8","Q8CCK0"
"Q8CCP0","Q8CCP0;Q8CCP0-2;Q8CCP0-3","Q8CCP0"
"Q99M04","Q8CCZ4;Q99M04;A0A0M3HEP3","Q8CCZ4"
"Q8CD10","Q8CD10","Q8CD10"
"Q8K4L0","Q8CD14;Q8K4L0;Q8CD39;Q6IQZ1;Q7TPP4;Q8VDG2","Q8CD14"
"Q8CD15","Q8CD15","Q8CD15"
"Q8CD26","Q8CD26;A4FUQ6","Q8CD26"
"Q8CD76","Q8CD76;Q7TNF4;Q5UE59;E9Q7C9","Q8CD76"
"Q8CD92","Q8CD92-2;Q8CD92","Q8CD92-2"
"Q8CDJ8","Q8CDJ8;Q3UW71","Q8CDJ8"
"Q8CDM8","Q8CDM8;Q8CDM8-2","Q8CDM8"
"Q8CE50","Q8CE50;Q8C684","Q8CE50"
"Q8CE90","Q8CE90-6;Q8CE90-7;Q8CE90;Q8CE90-2;Q8CE90-8;Q8CE90-4;Q8CE90-3;Q8CE90-5","Q8CE90-6"
"Q8CE96","Q8CE96;Q8CE96-3","Q8CE96"
"Q8CEC6","Q8CEC6","Q8CEC6"
"Q8CEE7","Q8CEE7;A0A0R4J1N8;D3YVJ8","Q8CEE7"
"Q923D4","Q8CEW9;Q923D4","Q8CEW9"
"Q8CF89","Q8CF89;Q1RMY2","Q8CF89"
"Q8CFC7","Q8CFC7;Q71RY3;Q8CFC7-2;Q8CFC7-3","Q8CFC7"
"Q8CFE3","Q8CFE3;A0A140T8R7;K3W4P9","Q8CFE3"
"Q8CFE4","Q8CFE4;G5E8J9","Q8CFE4"
"Q8CFE6","Q8CFE6;Q8CD96","Q8CFE6"
"Q8CFE8","Q8CFE8","Q8CFE8"
"Q8CFI2","Q8CFI2","Q8CFI2"
"Q8CFI7","Q8CFI7","Q8CFI7"
"Q8CFJ9","Q8CFJ9","Q8CFJ9"
"Q8CFT2","Q8CFT2-2;Q8CFT2","Q8CFT2-2"
"Q8CFV9","Q8CFV9","Q8CFV9"
"Q8CFW7","Q8CFW7-2;Q8CFW7;F6YZ61","Q8CFW7-2"
"Q8CG19","Q8CG19;Q8CG19-2;B1B1E2","Q8CG19"
"Q8CG47","Q8CG47;Q6P7V9;E9Q2X6","Q8CG47"
"Q8CG70","Q8CG70","Q8CG70"
"Q8CG72","Q8CG72;Q8CG72-2","Q8CG72"
"Q8CG76","Q8CG76","Q8CG76"
"Q8CGA0","Q8CGA0","Q8CGA0"
"P25085","Q8CGA1;Q542W1;P25085-2;Q3TBV5;Q542C7;P25085","Q8CGA1"
"Q8CGB6","Q8CGB6-2;Q8CGB6-4;Q8CGB6;Q8CGB6-3","Q8CGB6-2"
"Q8CGC4","Q8CGC4","Q8CGC4"
"Q8CGC6","Q8CGC6","Q8CGC6"
"Q8CGC7","Q8CGC7;B9EIU1","Q8CGC7"
"Q8CGE8","Q8CGE8","Q8CGE8"
"Q8CGF1","Q8CGF1;A0A0G2JGF7","Q8CGF1"
"Q8CGF6","Q8CGF6;Q8CEH9","Q8CGF6"
"Q8CGK3","Q8CGK3;Q3V2D0;Q56A16","Q8CGK3"
"Q8CGP5","Q8CGP5;A0AUV1;A3KPD0;B2RVF0;A2AB79;Q8CGP6;Q8BFU2;P22752;Q8CGP7","Q8CGP5"
"Q8CGU1","Q8CGU1;E9Q7U2","Q8CGU1"
"Q8CGY8","Q8CGY8","Q8CGY8"
"Q8CH02","Q8CH02","Q8CH02"
"Q8CH18","Q8CH18;Q8CH18-3","Q8CH18"
"Q8CH25","Q8CH25-2;B9EI57;Q8CH25","Q8CH25-2"
"Q8CH77","Q8CH77;Q8CH77-2;Q8CH77-3","Q8CH77"
"Q8CHK3","Q8CHK3","Q8CHK3"
"Q8CHP5","Q8CHP5","Q8CHP5"
"Q8CHP5-2","Q8CHP5-2","Q8CHP5-2"
"Q8CHP8","Q8CHP8","Q8CHP8"
"Q8CHQ0","Q8CHQ0","Q8CHQ0"
"Q8CHS8","Q8CHS8-3;Q8CHS8;Q8CHS8-2;Q3UV99","Q8CHS8-3"
"Q8CHT0","Q8CHT0","Q8CHT0"
"Q8CHT3","Q8CHT3","Q8CHT3"
"Q8CHW4","Q8CHW4","Q8CHW4"
"Q8CHY3","Q8CHY3","Q8CHY3"
"Q8CHY6","Q8CHY6;E9QMN5","Q8CHY6"
"Q8CI03","Q8CI03;Q8CI03-2","Q8CI03"
"Q8CI08","Q8CI08-2;Q8CI08","Q8CI08-2"
"Q8CI11","Q8CI11;Q3TK27;Q8CI11-2","Q8CI11"
"Q8CI12","Q8CI12;Q5F247","Q8CI12"
"Q8CI32","Q8CI32","Q8CI32"
"Q8CI33","Q8CI33;Q8CI33-2","Q8CI33"
"Q8CI51","Q8CI51;Q2Q7P0","Q8CI51"
"Q8CI71","Q8CI71;Q8CI71-2;Q8CI71-3","Q8CI71"
"Q8CI75","Q8CI75;Q8CI75-2;Q8C0W5","Q8CI75"
"Q8CI94","Q8CI94;Q3V3U0;Q3UGT5;Q3UYH9;Q3TFQ8;Q3UZL2","Q8CI94"
"Q8CIB6","Q8CIB6","Q8CIB6"
"Q8CIE6","Q8CIE6;Q8BTF0;F8WHL2;Q63ZW9","Q8CIE6"
"Q8CII2","Q8CII2;Q8CII2-2","Q8CII2"
"Q8JZQ9","Q8CIJ3;Q8JZQ9","Q8CIJ3"
"Q8CIM1","Q8CIM1;E9PVE2","Q8CIM1"
"Q8CIM8","Q8CIM8;Q8CIM8-2","Q8CIM8"
"Q8CIN4","Q8CIN4","Q8CIN4"
"Q8CIV2","Q8CIV2;Q8CIV2-2;F6RN19;Q498A7","Q8CIV2"
"Q8CIV8","Q8CIV8;E0CZ81","Q8CIV8"
"Q8CJ19","Q8CJ19;A0A1D5RM34;Q8CJ19-4","Q8CJ19"
"Q8CJ26","Q8CJ26;Q9CVM2;A0A0G2JH13","Q8CJ26"
"Q8CJ40","Q8CJ40-3;Q8CJ40;Q8CJ40-2","Q8CJ40-3"
"Q8CJ53","Q8CJ53-4;Q8CJ53-3;Q8CJ53-2;Q8CJ53","Q8CJ53-4"
"Q8CJ61","Q8CJ61","Q8CJ61"
"Q8CJ69","Q8CJ69","Q8CJ69"
"Q8CJ96","Q8CJ96","Q8CJ96"
"Q8CJF7","Q8CJF7","Q8CJF7"
"Q8CJG0","Q8CJG0;Q8CGT9;Q8R3Q7;Q6P239;Q6PHA2","Q8CJG0"
"Q8CJH3","Q8CJH3;B2RWT9","Q8CJH3"
"Q8HW98","Q8HW98","Q8HW98"
"Q8JZL3","Q8JZL3","Q8JZL3"
"Q8JZM2","Q8JZM2","Q8JZM2"
"Q8JZM7","Q8JZM7","Q8JZM7"
"Q8JZN5","Q8JZN5","Q8JZN5"
"Q8JZN7","Q8JZN7","Q8JZN7"
"Q8JZP9","Q8JZP9","Q8JZP9"
"Q9WTQ8","Q9CXU4;Q8JZQ1;Q9WTQ8","Q9CXU4"
"Q8JZQ2","Q8JZQ2;Q3UDQ7;Q3U7C0","Q8JZQ2"
"Q8JZU2","Q8JZU2;F6VVY4","Q8JZU2"
"Q8JZV7","Q8JZV7","Q8JZV7"
"Q8JZX4","Q8JZX4","Q8JZX4"
"Q9D1G5","Q8JZX5;Q9D1G5;A2AKH7;Q9CSK4","Q8JZX5"
"Q8JZX9","Q8JZX9","Q8JZX9"
"Q8JZZ5","Q8JZZ5","Q8JZZ5"
"Q8K007","Q8K007;A0A0R4J2D2","Q8K007"
"Q8K009","Q8K009;D3Z6B9","Q8K009"
"Q8K010","Q8K010;E9Q484;Q3TYS9","Q8K010"
"Q8K019","Q8K019-2;Q8K019;Q3UDL9","Q8K019-2"
"Q8K039","Q8K039","Q8K039"
"Q8K0B2","Q8K0B2-3;Q8K0B2-2;Q8K0B2","Q8K0B2-3"
"Q8K0C1","Q8K0C1;Q8K0C1-2;Q3UDQ3","Q8K0C1"
"Q8K0C4","Q8K0C4","Q8K0C4"
"Q8K0C8","Q8K0C8;A0A0G2JFK4","Q8K0C8"
"Q8K0C9","Q8K0C9","Q8K0C9"
"Q8K0D0","Q8K0D0;I6L9D3;Q8K0D0-2;Q8C5H7","Q8K0D0"
"Q8K0D5","Q8K0D5","Q8K0D5"
"Q8K0F1","Q8K0F1;Q8K0F1-2","Q8K0F1"
"Q8K0G5","Q8K0G5","Q8K0G5"
"Q8K0L9","Q8K0L9-2;Q8K0L9;Q9QZF3","Q8K0L9-2"
"Q9R1Z8","Q8K0M3;Q9R1Z8","Q8K0M3"
"Q8K0P3","Q8K0P3","Q8K0P3"
"Q8K0Q5","Q8K0Q5","Q8K0Q5"
"Q8K0T4","Q8K0T4","Q8K0T4"
"Q8K0U4","Q8K0U4","Q8K0U4"
"Q8K0V2","Q8K0V2;D3YWG7","Q8K0V2"
"Q8K0V4","Q8K0V4;Q6A015","Q8K0V4"
"Q8K0Z7","Q8K0Z7","Q8K0Z7"
"Q8K124","Q8K124","Q8K124"
"Q8K157","Q8K157;Q3TSZ4;Q3TZ44","Q8K157"
"Q8K183","Q8K183;D3Z7R1","Q8K183"
"Q8K190","Q8K190","Q8K190"
"Q8K194","Q8K194;Q8K194-2","Q8K194"
"Q8K199","Q8K199;F8WHQ0","Q8K199"
"Q8K1A6","Q8K1A6;E9PX94","Q8K1A6"
"Q8K1C0","Q8K1C0-2;Q8K1C0;Q8K1C0-3","Q8K1C0-2"
"Q8K1C9","Q8K1C9;Q3TCM6","Q8K1C9"
"Q8K1E0","Q8K1E0;I1E4X1;Q8K1E0-2;H3BJE3;H3BKJ7;H3BJ02;H3BKP0","Q8K1E0"
"Q8K1E6","Q8K1E6;A2AKV6;A2AKV7","Q8K1E6"
"Q8K1H7","Q8K1H7","Q8K1H7"
"Q8K1J5","Q8K1J5","Q8K1J5"
"Q8K1J6","Q8K1J6","Q8K1J6"
"P12367","Q8K1M3;A0A0A6YX73;P12367","Q8K1M3"
"Q8K1M6","Q8K1M6;Q8K1M6-2","Q8K1M6"
"Q8K1N1","Q8K1N1;E9PXB0;E9QAC9","Q8K1N1"
"Q8K1N2","Q8K1N2-2;Q8K1N2;D3Z069","Q8K1N2-2"
"Q8K1N4","Q8K1N4;Q8K1N4-2","Q8K1N4"
"Q8K1R3","Q8K1R3;Q3TST0;Q3UNL5;Q3TN29;Q8K1R3-2","Q8K1R3"
"Q8K1R7","Q8K1R7;Q69Z43","Q8K1R7"
"Q9D4G5","Q9D4G5;Q8K205","Q9D4G5"
"Q8K212","Q8K212;Q3TAB8;Q3TP27","Q8K212"
"Q8K215","Q8K215","Q8K215"
"Q8K224","Q8K224","Q8K224"
"Q9CZR8","Q8K239;Q9CZR8;Q3TA37;Q80UT3;Q8VDE3","Q8K239"
"Q8K268","Q8K268","Q8K268"
"Q8K273","Q8K273","Q8K273"
"Q8K274","Q8K274","Q8K274"
"Q8K296","Q8K296;Q66I45;B1ATD5;R4GML8;M0QW74;B1ATD4;Q8K296-2","Q8K296"
"Q8K297","Q8K297","Q8K297"
"Q8K2A1","Q8K2A1;Q8K2A1-2;E0CXC5;Q0PNF0","Q8K2A1"
"Q8K2B0","Q8K2B0;Q8C112","Q8K2B0"
"Q8K2B3","Q8K2B3","Q8K2B3"
"Q8K2C6","Q8K2C6;Q5M8R0","Q8K2C6"
"Q8K2C7","Q8K2C7;Q8K2C7-2;Q922S5","Q8K2C7"
"Q8K2C9","Q8K2C9","Q8K2C9"
"Q9JI19","Q8K2D8;Q9JI19;Q9D8E9","Q8K2D8"
"Q8K2F8","Q8K2F8","Q8K2F8"
"Q8K2H2","Q8K2H2;A0A0A0MQF5","Q8K2H2"
"Q8K2H6","Q8K2H6","Q8K2H6"
"Q8K2I1","Q8K2I1","Q8K2I1"
"Q8K2I3","Q8K2I3","Q8K2I3"
"Q8K2J0","Q8K2J0;F7AAE0","Q8K2J0"
"Q8K2L8","Q8K2L8;Q3UGE1;Q8C0C3;Q8BUB5;Q3TB00","Q8K2L8"
"Q8K2M0","Q8K2M0-2;Q8K2M0","Q8K2M0-2"
"Q8K2P1","Q8K2P1","Q8K2P1"
"Q8K2Q0","Q8K2Q0","Q8K2Q0"
"Q8K2Q7","Q8K2Q7","Q8K2Q7"
"Q8K2Q9","Q8K2Q9;Q8K2Q9-2","Q8K2Q9"
"Q8K2T8","Q8K2T8","Q8K2T8"
"Q8K2V6","Q8K2V6;Q8K2V6-2;Q8BXQ4","Q8K2V6"
"Q8K2X3","Q8K2X3;Q3UXU8","Q8K2X3"
"Q8K2Y7","Q8K2Y7","Q8K2Y7"
"Q8K2Y9","Q8K2Y9;Q8K2Y9-2;F7AVU1;Q3TM53","Q8K2Y9"
"Q8K354","Q8K354","Q8K354"
"Q8K370","Q8K370;Q9CRH8","Q8K370"
"Q8K382","Q8K382;Q5DTW3","Q8K382"
"Q8K3A9","Q8K3A9","Q8K3A9"
"Q8K3C3","Q8K3C3;B1AS04","Q8K3C3"
"Q8K3H0","Q8K3H0","Q8K3H0"
"Q8K3K8","Q8K3K8","Q8K3K8"
"Q8K3P5","Q8K3P5-2;Q8K3P5","Q8K3P5-2"
"Q8K3W0","Q8K3W0;D3Z7P0;Q8K3W0-1;Q8K3W0-5;Q8K3W0-6;Q8K3W0-4","Q8K3W0"
"Q8K3W3","Q8K3W3","Q8K3W3"
"Q8K3X4","Q8K3X4","Q8K3X4"
"Q8K400","Q8K400;D3Z079;D3Z2Q2","Q8K400"
"Q8K403","Q8K403;Q9D809","Q8K403"
"Q8K409","Q8K409","Q8K409"
"Q8K411","Q8K411-2;Q8K411;Q8K411-3","Q8K411-2"
"Q8K449","Q8K449","Q8K449"
"Q8K4F5","Q8K4F5;D3YYK0","Q8K4F5"
"Q8K4G1","Q8K4G1-2;D3Z598;E9QPS5;Q8K4G1-3;Q8K4G1;B2RU79;E9Q6B8","Q8K4G1-2"
"Q8K4J6","Q8K4J6;Q3U1I6;D3YUI2;Q8K4J6-2;D3YUG5;Q3U3V7","Q8K4J6"
"Q8K4P0","Q8K4P0","Q8K4P0"
"Q8K4P8","Q8K4P8-2;Q8K4P8","Q8K4P8-2"
"Q8K4Q8","Q8K4Q8","Q8K4Q8"
"Q8K4X7","Q8K4X7","Q8K4X7"
"Q8K4Z3","Q8K4Z3","Q8K4Z3"
"Q8K4Z5","Q8K4Z5","Q8K4Z5"
"Q8N7N5","Q8N7N5;Q8N7N5-2","Q8N7N5"
"Q8QZS1","Q8QZS1;E0CX19","Q8QZS1"
"Q8QZS3","Q8QZS3","Q8QZS3"
"Q8QZT1","Q8QZT1;Q3TQP7","Q8QZT1"
"Q8QZY1","Q8QZY1","Q8QZY1"
"Q8QZY6","Q8QZY6","Q8QZY6"
"Q8QZY9","Q8QZY9","Q8QZY9"
"Q8QZZ7","Q8QZZ7;Q8R2M6;G3X9K8;D3YXX8;D3Z5E8","Q8QZZ7"
"Q8R001","Q8R001","Q8R001"
"Q8R010","Q8R010;Q8R3V2","Q8R010"
"Q8R015","Q8R015;Q3TB02;Q8R015-2","Q8R015"
"Q8R016","Q8R016","Q8R016"
"Q8R033","Q8R033","Q8R033"
"Q8R035","Q8R035;Q8R035-2;A2A6T4","Q8R035"
"Q8R050","Q8R050-2;Q8R050;Q8CCV1;Q8BPH0;Q3UL02","Q8R050-2"
"Q8R059","Q8R059","Q8R059"
"Q8R086","Q8R086","Q8R086"
"Q8R0F3","Q8R0F3;E9Q265;E9Q0Z7","Q8R0F3"
"Q8R0F5","Q8R0F5;Q3TVB5","Q8R0F5"
"Q8R0F6","Q8R0F6;Q9CS46;Q8R0F6-2","Q8R0F6"
"Q8R0F8","Q8R0F8","Q8R0F8"
"Q8R0G9","Q8R0G9;Q8CDZ5","Q8R0G9"
"Q8R0H9","Q8R0H9;Q3TB03","Q8R0H9"
"Q8R0I8","Q8R0I8","Q8R0I8"
"Q8R0J7","Q8R0J7","Q8R0J7"
"Q8R0K9","Q8R0K9","Q8R0K9"
"Q8R0W0","Q8R0W0","Q8R0W0"
"Q8R0X2","Q921D1;Q8R0X2;E9PV69;Q3TAW5;Q8R0X2-2","Q921D1"
"Q8R0Y6","Q8R0Y6;Q8CIF2","Q8R0Y6"
"Q8R100","Q8R100","Q8R100"
"Q8R105","Q8R105","Q8R105"
"Q8R123","Q8R123;Q8R123-2","Q8R123"
"Q8R127","Q8R127;Q3ULN6","Q8R127"
"Q8R138","Q8R138","Q8R138"
"Q8R143","Q8R143;F6TFF2;Q3U9U7;E0CXB5","Q8R143"
"Q8R149","Q8R149-2;Q8R149","Q8R149-2"
"Q8R151","Q8R151;A2A5R6","Q8R151"
"Q8R164","Q8R164;Q3TDN8","Q8R164"
"Q8R1B4","Q8R1B4","Q8R1B4"
"Q8R1F1","Q8R1F1","Q8R1F1"
"Q8R1G2","Q8R1G2;E0CXH4","Q8R1G2"
"Q8R1G6","Q8R1G6;A0A087WPL1;F7C957","Q8R1G6"
"Q8R1H0","Q8R1H0","Q8R1H0"
"Q8R1K1","Q8R1K1;Q8R1R2","Q8R1K1"
"Q8R1N0","Q8R1N0;F8QZ85","Q8R1N0"
"Q8R1Q3","Q8R1Q3","Q8R1Q3"
"Q8R1Q9","Q8R1Q9","Q8R1Q9"
"Q8R1S0","Q8R1S0;D3YW66;D6RG57","Q8R1S0"
"Q8R1T1","Q8R1T1;Q8R1T1-2","Q8R1T1"
"Q8R1U1","Q8R1U1;G3UWH9;Q7TSQ9","Q8R1U1"
"Q8R1V4","Q8R1V4;Q5SVW9","Q8R1V4"
"Q8R1Z9","Q8R1Z9;K4DI70;Q3TXY7;Q8R1Z9-2;Q8R1Z9-3","Q8R1Z9"
"Q8R238","Q8R238;D3Z0F6","Q8R238"
"Q8R2G6","Q8R2G6","Q8R2G6"
"Q8R2K3","Q8R2K3","Q8R2K3"
"Q8R2L7","Q8R2L7","Q8R2L7"
"Q8R2M2","Q8R2M2","Q8R2M2"
"Q8R2Q4","Q8R2Q4-3;Q8R2Q4-2;Q8R2Q4;E9Q7N5;Q3TML3;Q3TSU6;Q8C1C2","Q8R2Q4-3"
"Q8R2Q8","Q8R2Q8","Q8R2Q8"
"Q8R2S9","Q8R2S9","Q8R2S9"
"Q8R2U0","Q8R2U0-2;Q8R2U0","Q8R2U0-2"
"Q8R2U4","Q8R2U4;A0A0A6YXY1;A2APZ3","Q8R2U4"
"Q8R2Y8","Q8R2Y8","Q8R2Y8"
"Q8R307","Q8R307;Q3UG80;Q69ZI9;Q3U7D9;Q8BLK7;Q8CFS5","Q8R307"
"Q8R317","Q8R317;Q66K07","Q8R317"
"Q8R322","Q8R322","Q8R322"
"Q8R326","Q8R326;Q8R326-2","Q8R326"
"Q8R344","Q8R344;A0A0G2JF16","Q8R344"
"Q8R373","Q8R373","Q8R373"
"Q8R3B1","Q8R3B1;G5DDB7;Q05DG3","Q8R3B1"
"Q8R3C0","Q8R3C0;H9KV04","Q8R3C0"
"Q8R3C6","Q8R3C6;A0A0J9YUT8;Q8R3C6-2","Q8R3C6"
"Q8R3E3","Q8R3E3-2;Q8R3E3;B1AT64;Q8R3E3-3","Q8R3E3-2"
"Q8R3F5","Q8R3F5","Q8R3F5"
"Q8R3F9","Q8R3F9;Q8R3F9-2","Q8R3F9"
"Q8R3G9","Q8R3G9","Q8R3G9"
"Q8R3H7","Q8R3H7","Q8R3H7"
"Q8R3H9","Q8R3H9;A2AVQ9;Q3UZC4;Q8C2G3;Q9CSK1;A2AVR1","Q8R3H9"
"Q8R3L2","Q8R3L2;B2ZAC8;A0A1D5RM90;Q8R3L2-3;Q8R3L2-2;Q8R3L2-5;Q8R3L2-4;Q80TL2","Q8R3L2"
"Q8R3N1","Q8R3N1;Q3TSX5","Q8R3N1"
"Q8R3N6","Q8R3N6;Q3UTN0","Q8R3N6"
"Q8R3P6","Q8R3P6","Q8R3P6"
"Q8R3P7","Q8R3P7;Q3TM98","Q8R3P7"
"Q8R3Q2","Q8R3Q2;G3X9K4;Q6A018","Q8R3Q2"
"Q8R3Q6","Q8R3Q6;F8WJI3;E9Q4B5","Q8R3Q6"
"Q8R3R8","Q8R3R8","Q8R3R8"
"Q9CWM4","Q9CQF7;Q8R3R9;Q9CWM4;Q8CEH4","Q9CQF7"
"Q8R3V5","Q8R3V5-1;Q8R3V5;A2AWI7;B0LDS3","Q8R3V5-1"
"Q8R3Y8","Q8R3Y8;Q8R3Y8-2","Q8R3Y8"
"Q8R404","Q8R404","Q8R404"
"Q8R409","Q8R409;Q8VDF7","Q8R409"
"Q8R464","Q8R464","Q8R464"
"Q8R480","Q8R480","Q8R480"
"Q8R4H9","Q8R4H9;Q9JKN2;Q8C2T4;Q05C53","Q8R4H9"
"Q8R4K2","Q8R4K2;Q3USX5","Q8R4K2"
"Q8R4N0","Q8R4N0","Q8R4N0"
"Q8R4R6","Q8R4R6;A2ATJ2","Q8R4R6"
"Q8R4U7","Q8R4U7;B2RQ68;B7ZW89","Q8R4U7"
"Q8R4V4","Q8R4V4","Q8R4V4"
"Q8R4X3","Q8R4X3;V9GXJ1;Q6ZQ53;F6YJB6","Q8R4X3"
"Q8R502","Q8R502;Q3TNL3","Q8R502"
"Q8R570","Q8R570;B2FDF6;Q8R570-2","Q8R570"
"Q8R5A0","Q8R5A0;Q9D177","Q8R5A0"
"Q8R5A6","Q8R5A6;Q8R5A6-2","Q8R5A6"
"Q8R5C5","Q8R5C5;Q8R1B2","Q8R5C5"
"Q8R5H1","Q8R5H1","Q8R5H1"
"Q8R5H6","Q8R5H6","Q8R5H6"
"Q8R5I6","Q8R5I6;A2AE91","Q8R5I6"
"Q8R5J9","Q8R5J9","Q8R5J9"
"Q8R5K4","Q8R5K4;Q8R5K4-2;Q3U5C6;Q3TBM4;Q3TB71","Q8R5K4"
"O35658","Q8R5L1;O35658","Q8R5L1"
"Q8VBT0","Q8VBT0","Q8VBT0"
"Q8VBT9","Q8VBT9;Q8VBT9-2;Q8VBT9-3;A2AC05;A2ABZ8","Q8VBT9"
"Q8VBV7","Q8VBV7","Q8VBV7"
"Q8VBW5","Q8VBW5-3;Q8VBW5;B8JK50;Q8VBW5-4;Q8VBW5-2;Q05D00","Q8VBW5-3"
"Q8VBZ0","Q8VBZ0","Q8VBZ0"
"Q8VBZ3","Q8VBZ3","Q8VBZ3"
"Q8VC03","Q8VC03","Q8VC03"
"Q8VC30","Q8VC30;Q3UTZ4","Q8VC30"
"Q8VC31","Q8VC31;G3X927;D3YW42","Q8VC31"
"Q8VC60","Q8VC60;A0A087WPH5;Q8VC60-2","Q8VC60"
"Q8VC70","Q9WTS9;Q8VC70;E9Q7G6;Q3UGN4","Q9WTS9"
"Q8VCA8","Q8VCA8","Q8VCA8"
"Q8VCB1","Q8VCB1;J3QPB5","Q8VCB1"
"Q8VCD5","Q8VCD5","Q8VCD5"
"Q8VCF0","Q8VCF0;Q3U5B1","Q8VCF0"
"Q8VCF1","Q8VCF1;Q8VCF1-3;Q8VCF1-2","Q8VCF1"
"Q8VCG1","Q8VCG1","Q8VCG1"
"Q8VCG3","Q8VCG3;A0A1B0GS18;Q3UL50;Q8R3V4","Q8VCG3"
"Q8VCH6","Q8VCH6","Q8VCH6"
"Q8VCH7","Q8VCH7","Q8VCH7"
"Q8VCI5","Q8VCI5;Q3TDI5;Q8VCI5-2","Q8VCI5"
"Q8VCL2","Q8VCL2;Q9D6E8","Q8VCL2"
"Q8VCM3","Q8VCM3","Q8VCM3"
"Q8VCP8","Q8VCP8;A0A087WRI5","Q8VCP8"
"Q8VCQ3","Q8VCQ3","Q8VCQ3"
"Q8VCS3","Q8VCS3","Q8VCS3"
"Q8VCT3","Q8VCT3;E9PYF1;Q8BMH2","Q8VCT3"
"Q8VCT4","Q8VCT4","Q8VCT4"
"Q8VCW8","Q8VCW8","Q8VCW8"
"Q8VCX5","Q8VCX5;Q8VCX5-3;Q8VCX5-2;E9Q9E0","Q8VCX5"
"Q8VCY6","Q8VCY6;Q3TE84","Q8VCY6"
"Q8VD04","Q8VD04;A2AEW8;A2AEW9;A2AEW5;A2AEW6","Q8VD04"
"Q8VD12","Q8VD12-2;Q8VD12","Q8VD12-2"
"Q8VD31","Q8VD31","Q8VD31"
"Q8VD72","Q8VD72-2;Q8VD72","Q8VD72-2"
"Q8VD75","Q8VD75;A0A0J9YUA3","Q8VD75"
"Q8VDC1","Q8VDC1","Q8VDC1"
"Q8VDD5","Q8VDD5","Q8VDD5"
"Q8VDD8","Q8VDD8","Q8VDD8"
"Q8VDG5","Q8VDG5;Q8VDG5-2","Q8VDG5"
"Q8VDH1","Q8VDH1-2;Q8VDH1;A0A0J9YU92","Q8VDH1-2"
"Q8VDI7","Q8VDI7;F6UMH9;F6Z1E7","Q8VDI7"
"Q8VDI9","Q8VDI9;E0CZF3;E0CZ10","Q8VDI9"
"Q8VDK1","Q8VDK1-2;Q8VDK1;D3YY53;D3Z3I3","Q8VDK1-2"
"Q8VDM6","Q8VDM6;Q8VDM6-2","Q8VDM6"
"Q8VDN2","Q8VDN2;Q3TXF9;Q8R3M4;Q3UCH8","Q8VDN2"
"Q8VDP2","Q8VDP2;Z4YLD0;Q8VDP2-2","Q8VDP2"
"Q8VDP3","Q8VDP3-3;Q8VDP3;Q8VDP3-2;E9PUI4","Q8VDP3-3"
"Q8VDP4","Q8VDP4","Q8VDP4"
"Q8VDQ1","Q8VDQ1;Q3TXN1;Q8VDQ1-2","Q8VDQ1"
"Q8VDQ8","Q8VDQ8;Q8VDQ8-2;Q3UJK6;A0A140LHL5;Q8VDQ8-4;Q8VDQ8-3","Q8VDQ8"
"Q8VDS4","Q8VDS4","Q8VDS4"
"Q8VDS8","Q8VDS8-3;Q8VDS8;Q8VDS8-2;D3YY98","Q8VDS8-3"
"Q8VDT9","Q8VDT9","Q8VDT9"
"Q8VDV8","Q8VDV8","Q8VDV8"
"Q8VDY9","Q8VDY9;Q3TUU0","Q8VDY9"
"Q8VDZ4","Q8VDZ4;Q8VDZ4-2","Q8VDZ4"
"Q8VE10","Q8VE10;Q8VE10-2","Q8VE10"
"Q8VE18","Q8VE18","Q8VE18"
"Q8VE19","Q8VE19","Q8VE19"
"Q8VE22","Q8VE22;A7M7Q8;Q3TI14;Q3THH3;Q99LZ4;Q5SXC9;F7ARZ1","Q8VE22"
"Q8VE38","Q8VE38-2;Q8VE38","Q8VE38-2"
"Q8VE47","Q8VE47;F6VRI6","Q8VE47"
"Q8VE62","Q8VE62;G3UYE5","Q8VE62"
"Q8VE70","Q8VE70;Q3TVB4;F8WI55","Q8VE70"
"Q8VE80","Q8VE80","Q8VE80"
"Q8VE88","Q8VE88-2;Q8VE88","Q8VE88-2"
"Q8VE94","Q8VE94","Q8VE94"
"Q8VE95","Q8VE95","Q8VE95"
"Q8VE99","Q8VE99;Q9D6T3","Q8VE99"
"Q8VEA4","Q8VEA4","Q8VEA4"
"Q8VEB2","Q8VEB2","Q8VEB2"
"Q8VEB4","Q8VEB4","Q8VEB4"
"Q8VEC4","Q8VEC4;D3Z2E8;Q3V3G1;Q4VA34","Q8VEC4"
"Q8VED2","Q8VED2","Q8VED2"
"Q8VED9","Q8VED9","Q8VED9"
"Q8VEG6","Q8VEG6-2;Q8VEG6;Q8VEG6-3","Q8VEG6-2"
"Q8VEH5","Q8VEH5","Q8VEH5"
"Q8VEH6","Q8VEH6;Q8VEH6-2","Q8VEH6"
"Q8VEH8","Q8VEH8;Q9CWA6","Q8VEH8"
"Q8VEK0","Q8VEK0;D3YVV1","Q8VEK0"
