"UNIPROTKB","LENGTH"
"Q9JKJ9"," 470"
"P22315"," 420"
"Q99020"," 285"
"Q62348"," 228"
"Q9R1P1"," 205"
"Q9WUU7"," 306"
"Q9Z2M7"," 242"
"Q64310"," 269"
"Q63871","  58"
"Q9D753"," 276"
"Q9CX80"," 190"
"Q9CVD2"," 355"
"Q9CYF5"," 461"
"Q9R111"," 454"
"Q61624"," 794"
"Q9JLJ5"," 279"
"Q64324"," 593"
"Q99P58"," 218"
"Q9Z2A7"," 498"
"Q561M1"," 158"
"Q9WUK2"," 248"
"Q9D8E6"," 419"
"Q64520"," 198"
"Q564G0",NA
"Q8CG16"," 707"
"Q62241"," 159"
"Q9CZY3"," 147"
"Q569Z5","1032"
"Q569Z6"," 951"
"Q56A08"," 488"
"Q8BG94"," 200"
"Q9D4H8"," 745"
"Q9ET30"," 587"
"Q571E4"," 520"
"Q80VQ1"," 524"
"Q8C863"," 864"
"Q9D2R8"," 106"
"Q9D554"," 501"
"Q59J78"," 168"
"Q8K1B9"," 622"
"Q99MJ9"," 734"
"Q8BG32"," 422"
"Q5BL07","1284"
"Q9EQG7"," 477"
"Q9Z2G6"," 790"
"Q5DTM8"," 973"
"Q5DTU0"," 825"
"Q5DTZ0","1840"
"Q5DTZ6"," 437"
"Q9WVL6"," 918"
"Q5DU37","2529"
"Q5EBG6"," 162"
"Q5EBG8"," 199"
"P49312"," 320"
"Q62318"," 834"
"Q60648"," 193"
"Q68FF6"," 770"
"Q9JIZ9"," 296"
"Q5F285"," 113"
"Q5F2E7"," 692"
"Q8BG05"," 379"
"Q8QZZ8"," 211"
"Q5FWA0"," 259"
"Q5FWI3","1383"
"Q5FWK3"," 439"
"Q8K1Y2"," 889"
"Q5H8C4","3166"
"Q5HZH2"," 323"
"Q9Z1B5"," 205"
"Q5HZI9"," 298"
"O88844"," 414"
"Q9CR51"," 118"
"Q9CQQ7"," 256"
"Q9CQ56"," 270"
"Q5IRJ6"," 567"
"Q6PH08"," 957"
"Q9CQP2"," 140"
"Q5KU39"," 853"
"Q9DCG9"," 125"
"Q5M8N0"," 164"
"Q5M8N4"," 293"
"Q9D0S9"," 163"
"Q9CZX8"," 145"
"Q8K3J1"," 212"
"Q5NBU8"," 273"
"Q5NCI0"," 926"
"Q8R1I1","  64"
"Q9WTU6"," 423"
"Q5NCM7"," 583"
"Q5NCR9"," 542"
"Q64010"," 304"
"Q5PRF0","2038"
"Q5RJH6","1138"
"Q9D0F9"," 562"
"Q91YQ5"," 608"
"Q5RKZ7"," 636"
"Q99N89"," 183"
"Q9R0L7"," 642"
"Q5S006","2527"
"Q5SF07"," 592"
"Q5SFM8","1060"
"Q5SNZ0","1873"
"Q9EQ61"," 584"
"Q61937"," 292"
"Q5SQF8"," 182"
"Q6P9S7"," 603"
"Q5SQX6","1253"
"Q5SQY2"," 173"
"Q9R1V7"," 829"
"Q5SRX1"," 507"
"Q5SRY7"," 542"
"Q5SSK3"," 364"
"Q5SSL4"," 859"
"Q5SSW2","1843"
"Q5SSZ5","1440"
"Q7TN98"," 729"
"Q5SUC9"," 284"
"Q5SUE8"," 363"
"Q5SUF2"," 432"
"Q99KN9"," 631"
"Q5SUQ9","1212"
"Q5SUR0","1337"
"Q9WTX5"," 163"
"Q5SV80"," 963"
"Q5SVD0"," 216"
"Q5SVR0","1263"
"Q99PP9"," 556"
"Q9D0R4"," 546"
"Q9CQG2"," 553"
"Q5SWD9"," 803"
"Q5SWP3","1504"
"Q9DBG3"," 937"
"Q5SWU9","2345"
"Q8R574"," 369"
"Q5SWZ5","2269"
"Q9CR62"," 314"
"Q5SX74"," 535"
"Q60716"," 537"
"Q9Z162"," 518"
"Q9JM52","1308"
"Q68FD5","1675"
"Q5SYD0","1006"
"Q5U3K5"," 725"
"Q99PW4"," 244"
"Q9R0C0"," 172"
"Q5U458"," 559"
"Q5U464"," 904"
"Q5U4C3","1256"
"Q5U4D9"," 341"
"Q5U5M8"," 195"
"Q5U5V2"," 376"
"Q9JJH1"," 148"
"Q5XF89","1219"
"Q5XJE5"," 667"
"P53026"," 217"
"Q9JL19","2067"
"Q5XJY4"," 377"
"Q5XJY5"," 511"
"Q810D6"," 446"
"Q5XKN4"," 183"
"Q5XPI3","1314"
"Q5Y5T1"," 380"
"Q60520","1274"
"Q60575","1816"
"Q60596"," 631"
"Q60597","1023"
"Q60598"," 546"
"Q60604"," 715"
"Q642K0"," 151"
"Q60634"," 428"
"Q60668"," 355"
"Q60675","3118"
"Q60676"," 499"
"Q60692"," 238"
"Q60710"," 658"
"Q60715"," 534"
"Q60737"," 391"
"Q60749"," 443"
"Q60770"," 592"
"Q60772"," 168"
"Q60774"," 273"
"Q60778"," 359"
"Q60790"," 834"
"Q60838"," 736"
"Q60855"," 656"
"Q60864"," 543"
"Q60865"," 707"
"Q60866"," 349"
"Q60876"," 117"
"Q60902"," 907"
"Q60930"," 295"
"Q60932"," 296"
"Q60949","1255"
"Q60950"," 322"
"Q60960"," 538"
"Q60972"," 425"
"Q60973"," 425"
"Q60989"," 496"
"Q60992"," 868"
"Q60996"," 524"
"Q9D892"," 198"
"Q61001","3718"
"Q61024"," 561"
"Q61025"," 132"
"Q61033"," 693"
"Q61048"," 376"
"Q61074"," 542"
"Q61081"," 379"
"Q61090"," 572"
"Q61097"," 873"
"Q61102"," 752"
"Q61103"," 391"
"Q61107"," 620"
"Q61112"," 361"
"Q61122"," 486"
"Q61127"," 525"
"Q61136","1007"
"Q61140"," 874"
"Q61142"," 262"
"Q61151"," 467"
"Q61160"," 205"
"Q61164"," 736"
"Q61169"," 589"
"Q61171"," 198"
"Q61191","2045"
"Q61206"," 229"
"Q61211"," 570"
"Q61245","1804"
"Q61249"," 340"
"Q61292","1799"
"Q61391"," 750"
"Q61411"," 189"
"Q61425"," 314"
"Q61458"," 323"
"Q61466"," 515"
"Q61468"," 625"
"Q61469"," 283"
"Q61475"," 390"
"Q61481"," 545"
"Q61510"," 634"
"Q61550"," 635"
"Q61553"," 493"
"Q61554","2873"
"Q61559"," 365"
"Q61576"," 581"
"Q61584"," 677"
"Q61586"," 827"
"Q61592"," 674"
"Q61598"," 445"
"Q61599"," 200"
"Q61635"," 420"
"Q61655"," 478"
"Q61686"," 191"
"Q61687","2476"
"Q61699"," 858"
"Q61712"," 552"
"Q61730"," 570"
"Q61733"," 384"
"Q61735-2",NA
"Q61739","1091"
"Q61749"," 524"
"Q61753"," 533"
"Q61768"," 963"
"Q61781"," 484"
"Q61805"," 481"
"Q61823"," 469"
"Q61891"," 362"
"Q61982","2318"
"Q61990"," 362"
"Q62011"," 172"
"Q62018","1173"
"Q62048"," 130"
"Q62084"," 147"
"Q62086"," 354"
"Q62087"," 354"
"Q62092"," 185"
"Q62093"," 221"
"Q62101"," 918"
"Q62108"," 724"
"Q62130","1189"
"Q62148"," 518"
"Q62159"," 193"
"Q62181"," 751"
"Q62189"," 287"
"Q62190","1378"
"Q62210"," 612"
"Q62219"," 461"
"Q62245","1319"
"Q62261","2363"
"Q62266"," 144"
"Q62280"," 418"
"Q62311"," 678"
"Q62356"," 306"
"Q62371"," 854"
"Q62383","1726"
"Q62392"," 405"
"Q62393"," 224"
"Q62415","1087"
"Q62418"," 436"
"Q62422"," 215"
"Q62425","  82"
"Q62426","  98"
"Q62432"," 467"
"Q62469","1178"
"Q62470","1053"
"Q62481"," 368"
"Q62511"," 572"
"Q62523"," 564"
"Q62559"," 426"
"Q63810"," 170"
"Q63829"," 195"
"Q63844"," 380"
"Q63918"," 418"
"Q9ESQ2","1691"
"Q640N1","1128"
"Q640Q5"," 837"
"Q64127","1051"
"Q64152"," 204"
"Q641P0"," 418"
"Q64299"," 354"
"Q64311"," 310"
"Q64327"," 174"
"Q64337"," 442"
"Q64364"," 169"
"Q64429"," 543"
"Q64435"," 531"
"Q64442"," 357"
"Q64449","1479"
"Q64471"," 240"
"Q64511","1612"
"Q64514-2",NA
"Q64519"," 442"
"Q64521"," 727"
"Q64522"," 130"
"Q64695"," 242"
"Q64707"," 428"
"Q64727","1066"
"Q64735"," 483"
"Q64737","1010"
"Q66GT5"," 193"
"Q66JV4"," 834"
"Q66JX5"," 399"
"Q67FY2","1494"
"Q68ED7"," 630"
"Q68FE6","1223"
"Q68FL6"," 902"
"Q68FM7","1552"
"Q69Z38","1735"
"Q69Z99"," 562"
"Q69ZA1","1511"
"Q69ZC8"," 346"
"Q69ZK9"," 836"
"Q69ZN6","1235"
"Q69ZN7","2048"
"Q9CWK3"," 342"
"Q69ZQ2"," 285"
"Q69ZR9","1610"
"Q69ZS0","1063"
"Q69ZW3","1231"
"Q69ZX6","1030"
"Q69ZX8"," 682"
"Q8C522"," 501"
"Q69ZZ9"," 979"
"Q6A009","1767"
"Q6A028"," 585"
"Q6A037"," 893"
"Q6A051","1378"
"Q6A058"," 784"
"Q6PD10"," 433"
"Q6A0A1","1224"
"Q6A0A2"," 741"
"Q6A0A9","1112"
"Q9CRD2"," 297"
"Q6A0D4"," 554"
"Q99LH2"," 473"
"Q91ZU1"," 418"
"Q6DFV7"," 943"
"Q6DFW4"," 536"
"Q6DFW5","1175"
"Q6DG52"," 112"
"Q6DID3","1268"
"Q6DID7"," 541"
"Q6DVA0"," 511"
"Q6DYE8"," 874"
"Q6EDY6","1374"
"Q6GQT6","1276"
"Q6GQT9","1214"
"O08709"," 224"
"Q64112"," 472"
"Q6GYP7","2035"
"Q6IMB1"," 242"
"Q6IQX8"," 726"
"Q6IR34"," 673"
"Q6IRU2"," 248"
"Q6KAQ7"," 910"
"Q6KAR6"," 755"
"Q9D125"," 171"
"Q6KAU4"," 317"
"Q6KCD5","2798"
"Q6LAF6"," 194"
"Q6NS46","1862"
"Q6NS82"," 541"
"Q6NSQ7"," 470"
"Q6NSQ9"," 346"
"Q6NSU3"," 371"
"Q6NT99"," 150"
"Q6NV83","1029"
"Q6NVE8"," 915"
"Q6NVE9"," 310"
"Q6NVF0"," 900"
"Q6NVF4","1074"
"Q6NWV3","1182"
"Q6NXH2"," 462"
"Q6NXI6","1469"
"Q6NXJ0","1187"
"Q6NXL1","1032"
"Q6NXN1"," 152"
"Q9WV80"," 522"
"Q6NZM9","1076"
"Q6NZQ4","1056"
"Q6NZQ6"," 180"
"Q6P069"," 198"
"Q6P1E1","1072"
"Q6P1G0","1184"
"Q6P1H6"," 964"
"Q9DAV6"," 377"
"Q6P2B1"," 923"
"Q6P3D0"," 195"
"Q6P4T0","1914"
"Q6P4T2","2136"
"Q6P542"," 837"
"Q6P549","1257"
"Q9WVR4"," 673"
"Q6P5C5"," 279"
"Q6P5D3","1388"
"Q6P5D8","2007"
"Q6P5E4","1551"
"Q6P5E8"," 934"
"Q6P5F6"," 833"
"Q6P5F7"," 524"
"Q6P5F9","1071"
"Q6P5H2","1864"
"Q6P6J0"," 191"
"Q6P6J9"," 344"
"Q6P6M7"," 504"
"Q6P8M1"," 295"
"Q9JHS4"," 634"
"Q6P8X1"," 406"
"Q6P9J9"," 911"
"Q6P9L6","1387"
"Q6P9N1-3",NA
"Q6P9P6","1052"
"Q6P9Q4","1197"
"Q6P9Q6","1216"
"Q6P9R1"," 639"
"Q6P9R2"," 527"
"Q6P9R4","1405"
"Q6P9Z1"," 483"
"Q6PA06"," 583"
"Q6PAC3"," 445"
"Q6PAJ1","1270"
"Q8C5X1","1059"
"Q6PAL7","1594"
"Q6PAM0"," 271"
"Q6PAR5","1458"
"Q6PAT0"," 349"
"Q6PAV2","1057"
"Q6PB44","1692"
"Q6PB66","1392"
"Q6PB70","1060"
"Q6PB90"," 796"
"Q920R2"," 660"
"Q6PCX7"," 454"
"Q6PD03"," 486"
"Q6PD19"," 689"
"Q6PDI5","1840"
"Q6PDI6"," 601"
"Q6PDL0"," 492"
"Q6PDX6"," 566"
"Q6PDY2"," 256"
"Q6PE01"," 358"
"Q6PE15"," 297"
"Q6PEE2"," 600"
"Q6PEV3"," 440"
"Q7TSH6","1183"
"Q6PFY1"," 688"
"Q6PGB6"," 169"
"Q6PGC1","1365"
"Q6PGF7"," 716"
"Q6PGG2"," 971"
"Q6PGG6"," 577"
"Q6PGH0"," 234"
"Q6PGL7","1334"
"Q6PHQ8"," 725"
"Q6PHQ9"," 660"
"Q6PHU5"," 825"
"Q6PHZ2"," 499"
"Q6PHZ5"," 887"
"Q6PIP5"," 582"
"Q6PIU9"," 354"
"Q6PIX5"," 856"
"Q6PNC0","3013"
"Q6QD59"," 228"
"Q6QI06","1708"
"Q6R891"," 817"
"Q6RI63"," 786"
"Q6RUT7"," 136"
"Q6S385","4550"
"Q6SKR2"," 214"
"Q6TEK5"," 176"
"Q6URW6","2000"
"Q6VH22","1749"
"Q6VVW5","1047"
"Q924T7","1066"
"Q8R0P3"," 531"
"Q6XPS7"," 400"
"Q6XUX1"," 927"
"Q6Y5D8"," 786"
"Q6ZPE2","1867"
"Q6ZPF4","1028"
"Q6ZPJ0","1128"
"Q6ZPJ3","1288"
"Q810J8"," 777"
"Q6ZPR5"," 823"
"Q6ZPT1"," 617"
"Q6ZPU9"," 617"
"Q6ZPY2","1017"
"Q6ZPZ3","1304"
"Q6ZQ08","2375"
"Q922E6"," 689"
"Q6ZQ29","1240"
"Q6ZQ38","1230"
"Q6ZQ58","1072"
"Q6ZQ73","1235"
"Q8BPM0","1077"
"Q9JKY5","1068"
"Q9JLV5"," 768"
"Q6ZQ88"," 853"
"Q6ZQA6","1194"
"Q8R1S4"," 759"
"Q6ZQH8","1759"
"Q6ZQI3"," 291"
"Q6ZQL4"," 677"
"Q6ZQM8"," 531"
"Q6ZWM4","  96"
"Q6ZWN5"," 194"
"Q6ZWQ7"," 180"
"Q6ZWQ9"," 172"
"Q6ZWR6","8799"
"Q6ZWS7"," 495"
"Q6ZWV7"," 123"
"Q6ZWX6"," 315"
"Q6ZWY3","  84"
"Q6ZWZ2"," 238"
"P47964"," 105"
"P63323"," 132"
"Q71FD5"," 238"
"Q71FD7"," 375"
"Q71KT5"," 418"
"Q71RI9"," 455"
"Q76I79","1042"
"Q76MZ3"," 589"
"Q76N33"," 436"
"Q8BLX4"," 363"
"Q78HU3"," 271"
"Q78IK2","  58"
"Q78IK4"," 265"
"Q78IS1"," 221"
"Q78J03"," 175"
"Q78JE5"," 402"
"Q78JW9"," 368"
"Q9D8S4"," 237"
"Q78S06"," 156"
"Q78T54"," 101"
"Q78XF5"," 149"
"Q78YZ6"," 125"
"O70492"," 162"
"Q9Z1Q9","1263"
"Q9R0M4"," 503"
"Q791T5"," 389"
"Q7M6Y3"," 660"
"Q7M6Z9"," 606"
"Q7M739","2357"
"Q7M759"," 288"
"Q7TMA2"," 652"
"Q7TMB8","1253"
"Q7TMC8","1090"
"Q7TMF3"," 145"
"Q9D1P0"," 178"
"Q7TMI3"," 803"
"Q7TMK6"," 716"
"Q7TMK9"," 623"
"Q7TMM9"," 445"
"Q7TMQ7"," 748"
"Q7TMR0"," 491"
"Q7TMW6"," 476"
"Q7TMX5"," 569"
"Q9D0M0"," 291"
"Q7TMY4"," 204"
"Q7TMY7","1010"
"Q7TN29"," 428"
"Q7TNC6","2112"
"Q7TNC9"," 412"
"Q7TNE3"," 227"
"Q7TNG5"," 649"
"Q91V89"," 594"
"Q7TNP2"," 601"
"Q7TNS2","  76"
"Q7TNV0"," 380"
"Q7TPE5"," 306"
"Q7TPM9"," 771"
"Q7TPQ3","1674"
"Q7TPR4"," 892"
"Q7TPU6"," 739"
"Q9JIB4"," 396"
"Q7TPW1"," 607"
"Q9Z2Z6"," 301"
"Q7TQ62"," 611"
"Q7TQ95"," 425"
"Q8CGS6","2544"
"Q7TQH0","1049"
"Q7TQI3"," 271"
"Q7TQJ1"," 173"
"Q7TQK4"," 274"
"Q7TQK5"," 629"
"Q7TS68"," 476"
"Q7TSC1","2158"
"Q7TSF4"," 339"
"Q7TSG5"," 549"
"Q7TSH2","1085"
"Q7TSH3","1157"
"Q7TSQ8"," 878"
"Q7TSV4"," 620"
"Q8BMJ2","1178"
"Q7TT18","1306"
"Q7TT37","1333"
"Q80SW1"," 530"
"Q99JV5"," 224"
"Q80SY4","1006"
"Q80SY5"," 542"
"Q80SY6"," 360"
"P57776"," 281"
"Q80T21","1036"
"Q80T69"," 795"
"Q80TA1"," 398"
"Q80TA6"," 747"
"Q80TA9","2572"
"Q91VD8"," 799"
"Q80TB8"," 417"
"Q80TE0","1409"
"Q80TL7","1715"
"Q80TM9","1593"
"Q80TR8","1506"
"Q9WUU9","1971"
"Q80U04"," 707"
"Q80U19","1115"
"Q80U30","1036"
"Q80U35","2057"
"Q80U44","1528"
"Q80U56"," 649"
"Q80U72","1612"
"Q9CYH6"," 365"
"Q80U87","1080"
"Q80U93","2085"
"Q80U95","1083"
"Q80UB0"," 333"
"Q80UG5"," 583"
"Q80UJ7"," 981"
"Q80UK0"," 696"
"Q9R0N0"," 392"
"Q80UP8"," 656"
"Q99PG2"," 633"
"Q80UU9"," 217"
"Q80UW0"," 612"
"Q80UY1"," 400"
"Q80UY2"," 381"
"Q80V26"," 356"
"Q80V76"," 405"
"Q80V86"," 995"
"Q80V94","1122"
"Q80VA0"," 657"
"Q80VD1"," 429"
"Q80VJ2"," 232"
"Q80VJ3"," 173"
"Q80VP0","1166"
"Q80VP1"," 575"
"Q99JG7"," 430"
"Q80W22"," 483"
"Q80W37"," 358"
"Q80W47"," 445"
"Q80W49","1005"
"Q80W68"," 789"
"Q80WB5"," 209"
"Q80WG5"," 810"
"Q80WJ7"," 579"
"Q80WQ2"," 782"
"Q80WS3"," 314"
"Q80WT4"," 515"
"Q80WT5"," 931"
"Q80WW9"," 315"
"Q80X32"," 188"
"Q99P88","1391"
"Q80X71"," 275"
"Q80X80"," 706"
"Q80X81"," 397"
"Q80X85"," 242"
"Q80X90","2602"
"Q80X95"," 313"
"Q80XC2"," 290"
"Q80XK6","2075"
"Q9D2N9"," 598"
"Q9EPB5"," 311"
"Q80XN0"," 343"
"Q80XP8"," 339"
"Q8R420","1704"
"Q80XU3"," 234"
"Q80Y14"," 152"
"Q80Y20"," 664"
"Q80Y44"," 875"
"Q80Y55"," 427"
"Q80Y56"," 783"
"Q80Y86"," 549"
"Q80Y98"," 699"
"Q80YA7"," 892"
"Q80YA8","1282"
"Q80YC2"," 363"
"Q80YD1"," 779"
"Q80YP1"," 516"
"Q80YQ2","1367"
"Q80YQ8"," 391"
"Q80YR4"," 908"
"Q80YR5"," 991"
"Q80YS6"," 731"
"Q80YV4"," 820"
"Q80YX1","2110"
"Q80YX1-2",NA
"Q80Z96"," 526"
"Q80ZI6"," 727"
"Q80ZJ1"," 183"
"Q80ZK9"," 677"
"Q80ZM3"," 255"
"Q80ZM5"," 188"
"Q80ZQ9"," 193"
"Q80ZS3"," 200"
"Q80ZV0"," 308"
"Q80ZX0","1251"
"Q9WVK4"," 534"
"Q810A3"," 171"
"Q810A7"," 929"
"Q810B6","1169"
"Q810S1"," 345"
"Q810V0"," 681"
"Q811D0-3",NA
"Q811J2"," 496"
"Q811J3"," 963"
"Q811L6","2618"
"Q811S7"," 540"
"Q811U4"," 741"
"Q812F8"," 548"
"Q8BFP9"," 434"
"Q8BFQ8"," 220"
"Q8BFR4"," 544"
"Q8BFR5"," 452"
"Q8BFR6"," 268"
"Q8BFS6"," 312"
"Q8BFU3"," 668"
"Q8BFW4"," 522"
"Q8BFW7"," 613"
"Q8BFY6"," 275"
"Q8BFY9"," 898"
"Q8BFZ9"," 340"
"Q8BG15"," 465"
"Q8BG17"," 217"
"Q8BG19"," 741"
"Q8BG30"," 530"
"Q8BG51"," 631"
"Q8BG60"," 397"
"Q8BG95"," 976"
"Q8BG99"," 474"
"Q8BGA2"," 222"
"Q8BGB5"," 128"
"Q8BGB7"," 257"
"Q8BGC0"," 757"
"Q8BGD5"," 798"
"Q8BGD6"," 560"
"Q8BGD8","  79"
"Q8BGD9"," 611"
"Q8BGF3"," 357"
"Q8BGF7","1200"
"Q8BGH2"," 469"
"Q8BGK6"," 515"
"Q8BGN2"," 192"
"Q8BGR6"," 204"
"Q8BGR9"," 318"
"Q8BGS0"," 296"
"Q8BGS1"," 731"
"Q8BGS2","  86"
"Q8BGS3"," 561"
"Q8BGT0"," 338"
"Q8BGT5"," 522"
"Q8BGT6"," 870"
"Q8BGT7"," 238"
"Q8BGU5"," 341"
"Q8BGW1"," 502"
"Q8BGX0"," 574"
"Q8BGX2"," 266"
"Q8BGY7"," 273"
"Q8BH01"," 678"
"Q8BH02"," 426"
"Q8BH15"," 744"
"Q8BH24"," 643"
"Q8BH34"," 777"
"Q8BH43"," 497"
"Q8BH48"," 502"
"Q8BH57"," 676"
"Q8BH58"," 271"
"Q8BH59"," 677"
"Q8BH64"," 543"
"Q8BH66"," 558"
"Q8BH69"," 392"
"Q8BH73"," 383"
"Q8BH74"," 926"
"Q8BH79"," 659"
"Q9QY76"," 243"
"Q8BH95"," 290"
"Q8BH97"," 328"
"Q8BHA3"," 168"
"Q8BHB4"," 942"
"Q8BHC4"," 231"
"Q8BHD7"," 523"
"Q8BHD8"," 359"
"Q8BHE8"," 291"
"Q8BHG2"," 160"
"Q8BHG9"," 167"
"Q8BHJ5"," 514"
"Q8BHJ6"," 461"
"Q8BHJ9"," 585"
"Q8BHK9","1240"
"Q8BHL3"," 798"
"Q8BHL5"," 732"
"Q8BHN1"," 524"
"Q8BHN3"," 944"
"Q8BHN5"," 476"
"Q8BHN7"," 327"
"Q8BHS3"," 420"
"Q8BHS6"," 379"
"Q8BHT6"," 489"
"Q8BI72"," 563"
"Q8BI84","1930"
"Q8BIA4"," 598"
"Q8BIG7"," 262"
"Q8BIJ6","1012"
"Q8BIJ7"," 712"
"Q8BIP0"," 653"
"Q8BIQ5"," 580"
"Q8BIW1"," 454"
"Q8BIX3"," 276"
"Q8BJ03"," 413"
"Q8BJ05"," 735"
"Q8BJ34","1730"
"Q8BJ71"," 819"
"Q8BJF9"," 213"
"Q8BJL1"," 746"
"Q8BJM3"," 775"
"Q8BJM7"," 721"
"Q8BJS4"," 731"
"Q8BJU0"," 315"
"Q8BJU2"," 239"
"Q8BJW5"," 723"
"Q8BJW6"," 581"
"Q8BJY1"," 504"
"Q8K126"," 446"
"Q8BK03"," 593"
"Q8BK08"," 190"
"Q8BK30"," 104"
"Q8BK48"," 559"
"Q8BK58"," 483"
"Q8BK67"," 520"
"Q8BK72"," 415"
"Q8BK75"," 266"
"Q9ER81"," 131"
"Q8BKC5","1097"
"Q8BKC8"," 816"
"Q8BKE6"," 462"
"Q8BKE9"," 600"
"Q8BKG3","1062"
"Q8BKH7"," 522"
"Q8BKI2","1810"
"Q8BWL5"," 431"
"Q9CX56"," 353"
"Q8BKX6","3658"
"Q8BKZ9"," 501"
"Q8BL65"," 612"
"Q8BL66","1411"
"Q8BL86"," 279"
"Q8BL95"," 290"
"Q8BLF1"," 408"
"Q8BLH7"," 601"
"Q8BLI4"," 958"
"Q8BLN5"," 733"
"Q8BLU0"," 660"
"Q8BLX7","1580"
"Q8BLY7"," 805"
"Q8BM39"," 342"
"Q8BM72"," 471"
"Q8BM86"," 200"
"Q8BMA6"," 625"
"Q8BMD6"," 703"
"Q8BMD8"," 475"
"Q8BMF4"," 642"
"Q8BMI0","1194"
"Q8BMJ3"," 144"
"Q8BMK1"," 389"
"Q8BMK4"," 575"
"Q8BML1"," 960"
"Q8BML9"," 775"
"Q8BMQ8"," 553"
"Q8BMS1"," 763"
"Q8BTV1"," 347"
"Q8BN82"," 495"
"Q8BND3","1181"
"Q8BND5"," 748"
"Q8BNI4"," 239"
"Q8BNU0"," 468"
"Q8BNY6"," 190"
"Q8BP01"," 174"
"Q8BP40"," 418"
"Q8BP47"," 559"
"Q8BP56"," 690"
"Q8BP71"," 449"
"Q8BPA8"," 203"
"Q8BPB5"," 493"
"Q8BPS4"," 441"
"Q8BPU7"," 727"
"Q8BQ30"," 594"
"Q8BQ46"," 557"
"Q8BQ47"," 245"
"Q8BQM4"," 679"
"Q8BR63"," 207"
"Q8BR90"," 294"
"Q8BRF7"," 639"
"Q8BRG8"," 561"
"Q8BRM2"," 368"
"Q925N0"," 342"
"Q8BRT1-5",NA
"Q8BSN5"," 401"
"Q8BT07"," 462"
"Q8BT60"," 533"
"Q8BTE0"," 104"
"Q8BTE5","  80"
"Q8BTG3"," 509"
"Q8BTI7","1076"
"Q8BTI8","2703"
"Q8BTI9","1064"
"Q8BTJ4"," 456"
"P54797"," 276"
"Q8BTS4"," 510"
"Q8BTU1"," 193"
"Q8BTV2"," 471"
"Q8BTW3"," 273"
"Q8BTW9"," 593"
"Q8BTX9"," 330"
"Q8BTY8"," 684"
"Q8BTZ5"," 228"
"Q8BTZ7"," 360"
"Q8BU14"," 398"
"Q9CQH3"," 189"
"Q8BU30","1262"
"Q8BU31"," 183"
"Q8BU33"," 632"
"Q8BU88"," 206"
"Q8BUB4"," 400"
"Q8BUE4"," 373"
"Q8BUH8","1037"
"Q8BUK6"," 718"
"Q8BUN5"," 425"
"Q8BUR4","1865"
"Q8BUR9","  78"
"Q8BUY5"," 285"
"Q8BUY9"," 377"
"Q8BV13"," 264"
"Q8BV57","1371"
"Q8BVE3"," 483"
"Q8BVE8","1365"
"Q8BVF2"," 240"
"Q91WP1"," 408"
"Q8BVF7"," 265"
"Q9CPV5"," 202"
"Q8BVG4"," 862"
"Q8BVI4"," 241"
"Q8BVL3"," 470"
"Q8BVQ5"," 386"
"Q8BVR6"," 576"
"Q8BVU0"," 778"
"Q8BVU5"," 350"
"Q8BW41"," 605"
"Q9QUJ7"," 711"
"Q8BW72","1064"
"Q8BW75"," 520"
"Q8BWC0"," 731"
"Q8BWM0"," 384"
"Q8BWP8"," 415"
"Q8BWQ6"," 963"
"Q8BWR4","1235"
"Q8BWT1"," 397"
"Q9D4V0"," 363"
"Q8BWW9"," 983"
"Q8BWY3"," 437"
"Q8BWY4"," 260"
"Q8BWY7"," 342"
"Q8BX02"," 843"
"Q8BX07"," 270"
"Q8BX10-2",NA
"Q8BX94"," 484"
"Q8BXA5"," 539"
"Q8BXB3"," 706"
"Q8BXL7"," 201"
"Q8BXV2"," 253"
"Q8K245"," 698"
"Q8BXZ1"," 456"
"Q8BY02"," 690"
"Q8BY71"," 416"
"Q9Z191"," 616"
"Q8BY87","1376"
"Q8BY89-2",NA
"Q8BYA0","1196"
"Q8BYB9"," 392"
"Q8BYK6"," 585"
"Q8BYL4"," 472"
"Q8BYR2","1129"
"Q8BYU6"," 502"
"Q8BYW9"," 527"
"Q8BYY4"," 617"
"Q8BZ36"," 792"
"Q8BZ60"," 895"
"Q8BZM1"," 596"
"Q8BZR9"," 615"
"Q8BZS9"," 744"
"Q8BZX4"," 494"
"Q8C050"," 863"
"Q8C052"," 973"
"Q8C078"," 588"
"Q8C080"," 344"
"Q8C0C7"," 508"
"Q8C0D5","1127"
"Q8C0D7"," 249"
"Q8C0D9"," 733"
"Q8C0E2"," 336"
"Q8C0J2"," 607"
"Q8C0J6"," 512"
"Q8C0L8"," 829"
"Q8C0L9"," 675"
"Q8C0M9"," 326"
"Q8C0S1","1053"
"Q8C0S4","1314"
"Q8C0T5","1782"
"Q8C0Z1"," 555"
"Q8C115","1491"
"Q8C129","1025"
"Q9QXX4"," 676"
"Q8C142"," 308"
"Q8C145"," 765"
"Q8C156"," 731"
"Q9D2V5"," 384"
"Q8C163"," 368"
"Q8C166"," 536"
"Q8C167"," 725"
"Q8C180"," 508"
"Q8C181"," 373"
"Q8C1D8"," 766"
"Q8C1E7"," 343"
"Q8C1F4"," 542"
"Q9CQR2","  83"
"Q8C1Y8"," 480"
"Q8C6U2"," 202"
"Q9CQN6"," 114"
"Q8C2A2"," 525"
"Q8C2D7"," 343"
"Q8C2E7","1159"
"P23336"," 394"
