wt_1_t24	wt_2_t24	wt_3_t24	wt_4_t24	wt_1_t36	wt_2_t36	wt_3_t36	wt_4_t36	ko_1_t24	ko_2_t24	ko_3_t24	ko_4_t24	ko_1_t36	ko_2_t36	ko_3_t36	ko_4_t36	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
9369.7998046875	6395.60009765625	6611.5	5608.7001953125	11456	7969.5	7787.60009765625	5327.7998046875	6107.5	7420.60009765625	4626.7998046875	6444.5	5622.89990234375	7861.89990234375	3979.89990234375	4441.10009765625	3	1	1	9.3	3.8	3.8	41.669	0.00030984	4.7054	1	Q9ES46	Q9ES46	Beta-parvin	Parvb	sp|Q9ES46|PARVB_MOUSE Beta-parvin OS=Mus musculus OX=10090 GN=Parvb PE=1 SV=1
130030	111280	142860	125390	163830	142910	145400	114820	163060	157420	138400	136550	147600	159640	134730	113510	7	7	7	33.8	33.8	33.8	24.385	0	39.029	16	Q9ES56	Q9ES56	Trafficking protein particle complex subunit 4	Trappc4	sp|Q9ES56|TPPC4_MOUSE Trafficking protein particle complex subunit 4 OS=Mus musculus OX=10090 GN=Trappc4 PE=1 SV=1
19225	19613	18598	17849	24198	21468	17163	19087	19281	17478	20106	13989	19090	16540	22007	10938	4	3	3	11.5	8.6	8.6	35.742	0.00030831	4.5442	3	Q9ES70	Q9ES70	Serine/threonine-protein kinase Nek6	Nek6	sp|Q9ES70|NEK6_MOUSE Serine/threonine-protein kinase Nek6 OS=Mus musculus OX=10090 GN=Nek6 PE=1 SV=1
403730	340860	301430	252530	459540	380820	283500	241540	335080	309350	276180	250590	288540	311210	283660	219970	13	13	12	49	49	46	34.537	0	60.083	21	Q9ES74	Q9ES74	Serine/threonine-protein kinase Nek7	Nek7	sp|Q9ES74|NEK7_MOUSE Serine/threonine-protein kinase Nek7 OS=Mus musculus OX=10090 GN=Nek7 PE=1 SV=1
8824.900390625	7126.2998046875	9289.2998046875	8355	11167	9109.7001953125	9257.2001953125	7688.89990234375	10419	9613.7001953125	8777.099609375	8011	7793.89990234375	8415	8729.7001953125	7355.7001953125	2	2	2	4.2	4.2	4.2	37.39	0.00074538	3.6254	2	Q9ES89	Q9ES89	Exostosin-like 2	Extl2	sp|Q9ES89|EXTL2_MOUSE Exostosin-like 2 OS=Mus musculus OX=10090 GN=Extl2 PE=1 SV=1
78601	67639	95263	80966	93002	77822	91693	74241	110300	97654	91639	80913	100490	98894	89128	68068	3	3	3	22.4	22.4	22.4	25.428	0	65.255	18	Q9ES97-3;Q9ES97-4;Q9ES97-5;Q9ES97-2;Q9ES97	Q9ES97-3;Q9ES97-4;Q9ES97-5;Q9ES97-2;Q9ES97	Reticulon-3	Rtn3	sp|Q9ES97-3|RTN3_MOUSE Isoform 3 of Reticulon-3 OS=Mus musculus OX=10090 GN=Rtn3;sp|Q9ES97-4|RTN3_MOUSE Isoform 4 of Reticulon-3 OS=Mus musculus OX=10090 GN=Rtn3;sp|Q9ES97-5|RTN3_MOUSE Isoform 5 of Reticulon-3 OS=Mus musculus OX=10090 GN=Rtn3;sp|Q9ES97-2|R
28657	22978	31739	26725	31016	28412	31183	27190	35981	36324	31297	32698	30183	36912	30370	27295	5	5	5	6.1	6.1	6.1	126.64	0	12.671	6	Q9ESC8	Q9ESC8	AF4/FMR2 family member 4	Aff4	sp|Q9ESC8|AFF4_MOUSE AF4/FMR2 family member 4 OS=Mus musculus OX=10090 GN=Aff4 PE=1 SV=1
4984.89990234375	3421.30004882813	6748.89990234375	4556.7998046875	5780.7998046875	5436.7001953125	4957.39990234375	4184.7001953125	6635.60009765625	5980.2998046875	5600.5	5425.7001953125	4530	5427.10009765625	5402.2001953125	3812.89990234375	1	1	1	15.7	15.7	15.7	14.681	0	16.047	1	Q9ESD6-2;Q9ESD6	Q9ESD6-2;Q9ESD6	CKLF-like MARVEL transmembrane domain-containing protein 7	Cmtm7	sp|Q9ESD6-2|CKLF7_MOUSE Isoform 2 of CKLF-like MARVEL transmembrane domain-containing protein 7 OS=Mus musculus OX=10090 GN=Cmtm7;sp|Q9ESD6|CKLF7_MOUSE CKLF-like MARVEL transmembrane domain-containing protein 7 OS=Mus musculus OX=10090 GN=Cmtm7 PE=1 SV=1
1347700	1164900	1367900	1018600	1625700	1350800	1250200	908970	1372700	1361700	932560	1108300	1180700	1359100	856000	891600	76	73	1	41.6	40.6	1.4	237.91	0	323.31	128	Q9ESD7;Q9ESD7-3;P0DM40	Q9ESD7;Q9ESD7-3	Dysferlin	Dysf	sp|Q9ESD7|DYSF_MOUSE Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=3;sp|Q9ESD7-3|DYSF_MOUSE Isoform 3 of Dysferlin OS=Mus musculus OX=10090 GN=Dysf
23666	19091	34296	32902	28988	25474	36418	29954	39070	40330	36154	33483	35378	37894	34478	25928	13	11	11	5.8	5	5	317.06	0	37.385	12	Q9ESE1;Q9ESE1-2;Q9ESE1-3	Q9ESE1;Q9ESE1-2;Q9ESE1-3	Lipopolysaccharide-responsive and beige-like anchor protein	Lrba	sp|Q9ESE1|LRBA_MOUSE Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus OX=10090 GN=Lrba PE=1 SV=1;sp|Q9ESE1-2|LRBA_MOUSE Isoform 2 of Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus OX=10090 GN=Lrba;sp|
26203	23972	32734	30637	38048	31863	31118	29657	34919	37851	31997	33685	32516	35718	30657	27993	8	8	8	9.4	9.4	9.4	129.98	0	52.722	12	Q9ESJ0	Q9ESJ0	Exportin-4	Xpo4	sp|Q9ESJ0|XPO4_MOUSE Exportin-4 OS=Mus musculus OX=10090 GN=Xpo4 PE=1 SV=2
37245	32618	40946	30975	48474	40735	36744	26876	39093	42052	34927	33930	38678	40421	35234	29174	5	5	5	9.7	9.7	9.7	78.572	0	17.657	5	Q9ESJ4	Q9ESJ4	NCK-interacting protein with SH3 domain	Nckipsd	sp|Q9ESJ4|SPN90_MOUSE NCK-interacting protein with SH3 domain OS=Mus musculus OX=10090 GN=Nckipsd PE=1 SV=2
184260	154900	228270	193240	220220	189520	218040	185270	252380	293140	234830	238330	212280	283590	215460	213920	29	29	29	19.7	19.7	19.7	182.35	0	112.3	34	Q9ESK9	Q9ESK9	RB1-inducible coiled-coil protein 1	Rb1cc1	sp|Q9ESK9|RBCC1_MOUSE RB1-inducible coiled-coil protein 1 OS=Mus musculus OX=10090 GN=Rb1cc1 PE=1 SV=3
246940	205560	341870	390160	313020	255720	349110	342890	381040	381010	270390	284760	332420	362960	270170	253110	22	22	4	31.8	31.8	7	91.719	0	196.02	39	Q9ESL4;Q9ESL4-3	Q9ESL4;Q9ESL4-3	Mitogen-activated protein kinase kinase kinase MLT	Zak	sp|Q9ESL4|M3K20_MOUSE Mitogen-activated protein kinase kinase kinase 20 OS=Mus musculus OX=10090 GN=Map3k20 PE=1 SV=1;sp|Q9ESL4-3|M3K20_MOUSE Isoform 3 of Mitogen-activated protein kinase kinase kinase 20 OS=Mus musculus OX=10090 GN=Map3k20
31291	23134	38105	41166	35177	29446	35160	38545	39307	41443	31558	30344	35672	42961	28127	24981	21	3	3	53.1	9.3	9.3	51.366	0	32.609	7	Q9ESL4-2	Q9ESL4-2	Mitogen-activated protein kinase kinase kinase MLT	Zak	sp|Q9ESL4-2|M3K20_MOUSE Isoform 2 of Mitogen-activated protein kinase kinase kinase 20 OS=Mus musculus OX=10090 GN=Map3k20
3297.60009765625	3669	4490.5	3423.30004882813	4177.2001953125	2895.30004882813	3898.60009765625	3363.19995117188	10258	7510.60009765625	11719	5685.5	10249	5765	11610	3746.39990234375	2	2	2	3.9	3.9	3.9	61.164	0.00031888	5.5722	2	Q9ESM6	Q9ESM6	Glycerophosphoinositol inositolphosphodiesterase GDPD2	Gdpd2	sp|Q9ESM6|GDPD2_MOUSE Glycerophosphoinositol inositolphosphodiesterase GDPD2 OS=Mus musculus OX=10090 GN=Gdpd2 PE=1 SV=1
15044	12964	16370	13893	18746	15334	16872	13158	16438	17695	16663	13338	15456	15514	16449	12167	7	5	5	12.6	9.8	9.8	81.444	0	50.315	5	Q9ESN6	Q9ESN6	Tripartite motif-containing protein 2	Trim2	sp|Q9ESN6|TRIM2_MOUSE Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1
49431	45535	68566	35339	60918	49691	56215	34408	48665	51530	46902	43959	41606	48632	45197	35665	4	4	4	25.3	25.3	25.3	23.648	0	76.326	12	Q9ESP1	Q9ESP1	Stromal cell-derived factor 2-like protein 1	Sdf2l1	sp|Q9ESP1|SDF2L_MOUSE Stromal cell-derived factor 2-like protein 1 OS=Mus musculus OX=10090 GN=Sdf2l1 PE=1 SV=2
37954	31897	45838	47217	47647	39728	44358	45709	60264	57422	59299	45626	53844	58264	58646	42595	7	7	7	9.2	9.2	9.2	107.98	0	27.449	8	Q9EST3;Q9EST3-2	Q9EST3;Q9EST3-2	Eukaryotic translation initiation factor 4E transporter	Eif4enif1	sp|Q9EST3|4ET_MOUSE Eukaryotic translation initiation factor 4E transporter OS=Mus musculus OX=10090 GN=Eif4enif1 PE=1 SV=2;sp|Q9EST3-2|4ET_MOUSE Isoform 2 of Eukaryotic translation initiation factor 4E transporter OS=Mus musculus OX=10090 GN=Eif4enif1
70290	59393	62589	55943	81613	68692	64705	53748	75545	67168	68425	56682	68038	65134	61829	47061	7	7	7	30.8	30.8	30.8	25.351	0	14.994	11	Q9EST4-3;Q9EST4	Q9EST4-3;Q9EST4	Proteasome assembly chaperone 2	Psmg2	sp|Q9EST4-3|PSMG2_MOUSE Isoform 3 of Proteasome assembly chaperone 2 OS=Mus musculus OX=10090 GN=Psmg2;sp|Q9EST4|PSMG2_MOUSE Proteasome assembly chaperone 2 OS=Mus musculus OX=10090 GN=Psmg2 PE=1 SV=1
140660	118530	153730	171680	168380	138360	157910	167000	234170	240270	228740	197260	197360	215830	217600	151270	6	4	4	23.2	17.6	17.6	31.078	0	66.925	19	Q9EST5;Q9EST5-2	Q9EST5;Q9EST5-2	Acidic leucine-rich nuclear phosphoprotein 32 family member B	Anp32b	sp|Q9EST5|AN32B_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus OX=10090 GN=Anp32b PE=1 SV=1;sp|Q9EST5-2|AN32B_MOUSE Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus OX=10090 GN=
112950	96739	139030	150820	143690	124360	139660	150270	194850	205710	221110	184630	174910	197940	212490	140710	14	14	11	11.1	11.1	8.9	155.89	0	75.086	18	Q9ESU6;Q9ESU6-2	Q9ESU6;Q9ESU6-2	Bromodomain-containing protein 4	Brd4	sp|Q9ESU6|BRD4_MOUSE Bromodomain-containing protein 4 OS=Mus musculus OX=10090 GN=Brd4 PE=1 SV=2;sp|Q9ESU6-2|BRD4_MOUSE Isoform 2 of Bromodomain-containing protein 4 OS=Mus musculus OX=10090 GN=Brd4
27524	27692	31324	35209	31811	31823	29414	34980	32261	42958	29686	34672	31099	40909	32123	29326	13	13	13	19.6	19.6	19.6	96.428	0	51.662	17	Q9ESV0	Q9ESV0	ATP-dependent RNA helicase DDX24	Ddx24	sp|Q9ESV0|DDX24_MOUSE ATP-dependent RNA helicase DDX24 OS=Mus musculus OX=10090 GN=Ddx24 PE=1 SV=2
86174	72627	100170	79605	98107	83922	91630	76323	109330	102900	97646	92706	88546	97012	92153	75101	8	8	8	20	20	20	46.975	0	20.343	9	Q9ESW4;Q9ESW4-2	Q9ESW4	Acylglycerol kinase, mitochondrial	Agk	sp|Q9ESW4|AGK_MOUSE Acylglycerol kinase, mitochondrial OS=Mus musculus OX=10090 GN=Agk PE=1 SV=1
98432	83014	91723	85475	118560	100290	89932	79119	122850	107360	122250	92932	109570	106520	116500	76080	6	6	6	48.8	48.8	48.8	22.934	0	226.08	8	Q9ESW8	Q9ESW8	Pyroglutamyl-peptidase 1	Pgpep1	sp|Q9ESW8|PGPI_MOUSE Pyroglutamyl-peptidase 1 OS=Mus musculus OX=10090 GN=Pgpep1 PE=1 SV=1
210720	182740	298260	307730	252550	223280	305670	308480	355540	363230	367480	332210	314900	334290	360680	241390	14	14	14	32.8	32.8	32.8	57.401	0	158.53	24	Q9ESX5	Q9ESX5	H/ACA ribonucleoprotein complex subunit 4	Dkc1	sp|Q9ESX5|DKC1_MOUSE H/ACA ribonucleoprotein complex subunit DKC1 OS=Mus musculus OX=10090 GN=Dkc1 PE=1 SV=4
10019	8713.7998046875	18432	15763	13234	10984	18284	16290	19590	18090	18930	15381	16139	18506	19633	13493	4	4	4	21	21	21	27.784	0	44.878	5	Q9ESY9	Q9ESY9	Gamma-interferon-inducible lysosomal thiol reductase	Ifi30	sp|Q9ESY9|GILT_MOUSE Gamma-interferon-inducible lysosomal thiol reductase OS=Mus musculus OX=10090 GN=Ifi30 PE=1 SV=3
193780	170730	225230	246300	237150	200430	232260	238430	279110	270070	289060	240420	246690	250030	291920	188230	28	28	28	31.7	31.7	31.7	106.05	0	154.84	45	Q9ESZ8-5;Q9ESZ8-4;Q9ESZ8-3;Q9ESZ8-6;Q9ESZ8-2;Q9ESZ8;Q99NI3	Q9ESZ8-5;Q9ESZ8-4;Q9ESZ8-3;Q9ESZ8-6;Q9ESZ8-2;Q9ESZ8	General transcription factor II-I	Gtf2i	sp|Q9ESZ8-5|GTF2I_MOUSE Isoform 5 of General transcription factor II-I OS=Mus musculus OX=10090 GN=Gtf2i;sp|Q9ESZ8-4|GTF2I_MOUSE Isoform 4 of General transcription factor II-I OS=Mus musculus OX=10090 GN=Gtf2i;sp|Q9ESZ8-3|GTF2I_MOUSE Isoform 3 of General t
3998.60009765625	3525.89990234375	4405.7001953125	3722.80004882813	4945.60009765625	3888.69995117188	4750.7998046875	3987.5	6355.2998046875	5938.5	5663.2998046875	4641.10009765625	5981.7001953125	5699.5	4846.39990234375	3905.80004882813	7	3	3	8.2	4	4	97.462	0.0003068	4.3853	3	Q9ET01	Q9ET01	Glycogen phosphorylase, liver form	Pygl	sp|Q9ET01|PYGL_MOUSE Glycogen phosphorylase, liver form OS=Mus musculus OX=10090 GN=Pygl PE=1 SV=4
163330	134100	285920	183620	226000	181100	321440	200210	352150	320760	384850	254140	355600	363630	444120	264820	11	11	11	26.3	26.3	26.3	56.253	0	52.442	18	Q9ET22	Q9ET22	Dipeptidyl peptidase 2	Dpp7	sp|Q9ET22|DPP2_MOUSE Dipeptidyl peptidase 2 OS=Mus musculus OX=10090 GN=Dpp7 PE=1 SV=2
77521	62007	83195	89418	91172	78340	83685	87510	101670	85034	90153	64466	91994	81713	86904	54424	8	8	8	38	38	38	25.745	0	38.982	16	Q9ET26	Q9ET26	E3 ubiquitin-protein ligase RNF114	Rnf114	sp|Q9ET26|RN114_MOUSE E3 ubiquitin-protein ligase RNF114 OS=Mus musculus OX=10090 GN=Rnf114 PE=1 SV=2
741070	645170	759500	734530	896780	805960	749700	696610	932320	782540	813950	741770	789310	745510	776190	535230	22	22	22	26.6	26.6	26.6	67.544	0	118.02	56	Q9ET30	Q9ET30	Transmembrane 9 superfamily member 3	Tm9sf3	sp|Q9ET30|TM9S3_MOUSE Transmembrane 9 superfamily member 3 OS=Mus musculus OX=10090 GN=Tm9sf3 PE=1 SV=1
3705800	3243500	2051400	2018400	4563400	3974200	1960700	1763400	2552300	2421700	1329700	1801000	2136000	2369700	1201400	1516600	42	42	0	34	34	0	152.13	0	323.31	202	Q9ET54;Q5DTJ9	Q9ET54	Palladin	Palld	sp|Q9ET54|PALLD_MOUSE Palladin OS=Mus musculus OX=10090 GN=Palld PE=1 SV=2
265090	243900	157810	151500	354750	277730	148430	130180	196440	182410	94499	137910	154430	175990	82198	107110	41	2	2	46.4	2.6	2.6	108.29	0	191.99	19	Q9ET54-4;Q9ET54-6;Q9ET54-3;Q9ET54-2	Q9ET54-4;Q9ET54-6;Q9ET54-3;Q9ET54-2	Palladin	Palld	sp|Q9ET54-4|PALLD_MOUSE Isoform 4 of Palladin OS=Mus musculus OX=10090 GN=Palld;sp|Q9ET54-6|PALLD_MOUSE Isoform 6 of Palladin OS=Mus musculus OX=10090 GN=Palld;sp|Q9ET54-3|PALLD_MOUSE Isoform 3 of Palladin OS=Mus musculus OX=10090 GN=Palld;sp|Q9ET54-2|PALL
44199	37867	32334	29664	54802	45567	27817	24082	38708	33373	22216	23559	32525	34813	19671	24252	37	1	1	63.6	1.9	1.9	72.984	0.00017027	7.9501	5	Q9ET54-5	Q9ET54-5	Palladin	Palld	sp|Q9ET54-5|PALLD_MOUSE Isoform 5 of Palladin OS=Mus musculus OX=10090 GN=Palld
58910	51593	148750	125650	71944	66340	141420	129010	171530	171540	93785	131150	141750	172660	88310	112260	14	14	14	30.2	30.2	30.2	74.691	0	135.57	23	Q9ET78;Q9ET77	Q9ET78	Junctophilin-2	Jph2	sp|Q9ET78|JPH2_MOUSE Junctophilin-2 OS=Mus musculus OX=10090 GN=Jph2 PE=1 SV=2
5333.7998046875	4926.89990234375	6743.7998046875	8235.7001953125	7930.10009765625	6437.7001953125	7426.10009765625	7692.2998046875	9970.2998046875	13296	10861	11251	8624.099609375	13005	9270.5	10647	3	3	2	9.8	9.8	7.3	55.733	0	42.352	3	Q9JHC9-3;Q9JHC9-4;Q9JHC9-2;Q9JHC9	Q9JHC9-3;Q9JHC9-4;Q9JHC9-2;Q9JHC9	ETS-related transcription factor Elf-2	Elf2	sp|Q9JHC9-3|ELF2_MOUSE Isoform 2 of ETS-related transcription factor Elf-2 OS=Mus musculus OX=10090 GN=Elf2;sp|Q9JHC9-4|ELF2_MOUSE Isoform 3 of ETS-related transcription factor Elf-2 OS=Mus musculus OX=10090 GN=Elf2;sp|Q9JHC9-2|ELF2_MOUSE Isoform 1 of ETS-
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	3.4	3.4	3.4	91.768	0.00030798	4.4947	2	Q9JHD1	Q9JHD1	Histone acetyltransferase KAT2B	Kat2b	sp|Q9JHD1|KAT2B_MOUSE Histone acetyltransferase KAT2B OS=Mus musculus OX=10090 GN=Kat2b PE=1 SV=2
44414	38237	48869	43533	58302	48302	48778	42746	65864	62865	65159	55088	63393	68807	72801	44215	7	7	7	12.2	12.2	12.2	83.508	0	12.775	8	Q9JHE3	Q9JHE3	Neutral ceramidase;Neutral ceramidase soluble form	Asah2	sp|Q9JHE3|ASAH2_MOUSE Neutral ceramidase OS=Mus musculus OX=10090 GN=Asah2 PE=1 SV=1
11144	9788.2998046875	13992	14578	14660	12090	13097	13606	18503	17917	18608	15873	15222	17912	15753	14209	2	2	2	6.9	6.9	6.9	33.569	0.00030907	4.6424	2	Q9JHE7;Q9JHE7-2	Q9JHE7;Q9JHE7-2	Protein TSSC4	Tssc4	sp|Q9JHE7|TSSC4_MOUSE Protein TSSC4 OS=Mus musculus OX=10090 GN=Tssc4 PE=1 SV=1;sp|Q9JHE7-2|TSSC4_MOUSE Isoform 2 of Protein TSSC4 OS=Mus musculus OX=10090 GN=Tssc4
342640	278050	396420	307220	421490	325550	369090	291230	430220	396640	309410	319010	390100	387700	295190	270210	7	7	7	31.2	31.2	31.2	22.934	0	40.394	25	Q9JHH9	Q9JHH9	Coatomer subunit zeta-2	Copz2	sp|Q9JHH9|COPZ2_MOUSE Coatomer subunit zeta-2 OS=Mus musculus OX=10090 GN=Copz2 PE=1 SV=1
412110	363700	340050	315840	510210	450050	331880	300270	538890	417070	597520	332360	494380	398500	632070	291930	17	17	17	42	42	42	46.325	0	107.02	44	Q9JHI5	Q9JHI5	Isovaleryl-CoA dehydrogenase, mitochondrial	Ivd	sp|Q9JHI5|IVD_MOUSE Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ivd PE=1 SV=1
58377	50697	72715	70173	72753	61206	67152	62673	79593	84339	78879	71498	70702	79683	72144	54710	5	5	5	14.2	14.2	14.2	48.936	0	14.67	10	Q9JHI7	Q9JHI7	Exosome complex component RRP45	Exosc9	sp|Q9JHI7|EXOS9_MOUSE Exosome complex component RRP45 OS=Mus musculus OX=10090 GN=Exosc9 PE=1 SV=1
957160	835170	1157000	916700	1170600	996570	1073600	881110	1153900	1237100	975840	1019000	1007200	1226000	969630	867530	22	22	21	59.1	59.1	59.1	39.502	0	284.42	83	Q9JHJ0;P49813	Q9JHJ0	Tropomodulin-3	Tmod3	sp|Q9JHJ0|TMOD3_MOUSE Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1
11488	10577	15167	14748	15649	12161	16851	13593	16590	16381	15048	13234	13261	14919	14448	10741	1	1	1	5	5	5	43.803	0	53.938	2	Q9JHJ3	Q9JHJ3	Glycosylated lysosomal membrane protein	Glmp	sp|Q9JHJ3|GLMP_MOUSE Glycosylated lysosomal membrane protein OS=Mus musculus OX=10090 GN=Glmp PE=1 SV=1
151630	124600	156340	142180	176760	150190	153280	132010	174490	177010	142860	141630	155590	162370	136300	115990	17	17	17	32.5	32.5	32.5	64.989	0	88.822	20	Q9JHK4;Q9JHK4-2	Q9JHK4	Geranylgeranyl transferase type-2 subunit alpha	Rabggta	sp|Q9JHK4|PGTA_MOUSE Geranylgeranyl transferase type-2 subunit alpha OS=Mus musculus OX=10090 GN=Rabggta PE=1 SV=1
217670	188790	140080	129740	268960	218480	134130	124620	156010	156090	147520	128630	139450	159660	150580	113980	14	14	14	46	46	46	37.402	0	163.54	21	Q9JHL1;Q9JHL1-2	Q9JHL1	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	Slc9a3r2	sp|Q9JHL1|NHRF2_MOUSE Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Mus musculus OX=10090 GN=Slc9a3r2 PE=1 SV=2
125110	105750	140640	161140	152930	131420	143570	159660	189410	186950	187550	162260	163350	180880	185960	137410	12	12	12	28.9	28.9	28.9	57.985	0	121.13	18	Q9JHP7;Q9JHP7-2;Q9JHP7-3	Q9JHP7;Q9JHP7-2;Q9JHP7-3	KDEL motif-containing protein 1	Kdelc1	sp|Q9JHP7|PLGT2_MOUSE Protein O-glucosyltransferase 2 OS=Mus musculus OX=10090 GN=Poglut2 PE=1 SV=1;sp|Q9JHP7-2|PLGT2_MOUSE Isoform 2 of Protein O-glucosyltransferase 2 OS=Mus musculus OX=10090 GN=Poglut2;sp|Q9JHP7-3|PLGT2_MOUSE Isoform 3 of Protein O-gluc
171660	148010	180540	153200	209110	170230	174360	145000	192320	190910	159950	150080	170620	191160	156510	127300	14	14	14	52.5	52.5	52.5	34.773	0	113.75	25	Q9JHQ5	Q9JHQ5	Leucine zipper transcription factor-like protein 1	Lztfl1	sp|Q9JHQ5|LZTL1_MOUSE Leucine zipper transcription factor-like protein 1 OS=Mus musculus OX=10090 GN=Lztfl1 PE=1 SV=1
782730	672070	1073400	988150	984650	830580	1043800	961920	1267900	1141900	1217300	980770	1120700	1113800	1156800	782160	41	41	41	35.1	35.1	35.1	117.77	0	314.2	99	Q9JHR7	Q9JHR7	Insulin-degrading enzyme	Ide	sp|Q9JHR7|IDE_MOUSE Insulin-degrading enzyme OS=Mus musculus OX=10090 GN=Ide PE=1 SV=1
154610	125230	200030	171900	185470	158300	200500	161400	226530	220730	198050	184940	193550	212890	191070	144420	6	6	6	60	60	60	13.48	0	77.406	14	Q9JHS3	Q9JHS3	Ragulator complex protein LAMTOR2	Lamtor2	sp|Q9JHS3|LTOR2_MOUSE Ragulator complex protein LAMTOR2 OS=Mus musculus OX=10090 GN=Lamtor2 PE=1 SV=1
261980	225430	330940	321720	330370	278010	315300	290290	398190	373550	349910	302840	333830	352350	329020	249150	18	18	18	37.1	37.1	37.1	69.228	0	122.02	31	Q9JHS4	Q9JHS4	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	Clpx	sp|Q9JHS4|CLPX_MOUSE ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2
110560	82336	147400	143430	136500	107510	149310	133510	189920	178970	188520	142820	161660	169950	175400	126470	10	10	10	34.9	34.9	34.9	26.624	0	77.867	16	Q9JHS9	Q9JHS9	Spliceosome-associated protein CWC15 homolog	Cwc15	sp|Q9JHS9|CWC15_MOUSE Spliceosome-associated protein CWC15 homolog OS=Mus musculus OX=10090 GN=Cwc15 PE=1 SV=1
6322	4699	8369.099609375	6846.2998046875	6694.89990234375	7460.7998046875	7939	6476.5	9085.099609375	7981.60009765625	8872.7001953125	5620.2998046875	8132.10009765625	8592.5	7748.5	7476	2	2	2	6.4	6.4	6.4	36.03	0.00016111	5.9079	2	Q9JHT5;Q8JZZ6	Q9JHT5;Q8JZZ6	AMME syndrome candidate gene 1 protein homolog;AMMECR1-like protein	Ammecr1;Ammecr1l	sp|Q9JHT5|AMMR1_MOUSE AMME syndrome candidate gene 1 protein homolog OS=Mus musculus OX=10090 GN=Ammecr1 PE=2 SV=1;sp|Q8JZZ6|AMERL_MOUSE AMMECR1-like protein OS=Mus musculus OX=10090 GN=Ammecr1l PE=1 SV=1
447610	425090	139410	114230	526620	496930	128870	103700	125580	127800	108580	104610	106790	121130	106890	87067	16	16	16	39.9	39.9	39.9	62.699	0	178.69	28	Q9JHU2	Q9JHU2	Palmdelphin	Palmd	sp|Q9JHU2|PALMD_MOUSE Palmdelphin OS=Mus musculus OX=10090 GN=Palmd PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.7	3.7	3.7	26.973	0.0039476	2.4361	1	Q9JHU3-2;Q9JHU3	Q9JHU3-2;Q9JHU3	Cyclin-dependent kinase 20	Cdk20	sp|Q9JHU3-2|CDK20_MOUSE Isoform 2 of Cyclin-dependent kinase 20 OS=Mus musculus OX=10090 GN=Cdk20;sp|Q9JHU3|CDK20_MOUSE Cyclin-dependent kinase 20 OS=Mus musculus OX=10090 GN=Cdk20 PE=1 SV=1
10219000	8544400	11371000	10343000	12428000	10394000	10968000	9893000	13012000	12449000	9743700	10318000	11243000	12139000	9296100	8352600	286	286	286	58.3	58.3	58.3	532.04	0	323.31	870	Q9JHU4	Q9JHU4	Cytoplasmic dynein 1 heavy chain 1	Dync1h1	sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2
260740	225920	140560	159950	294910	264630	147020	155270	304290	150900	343540	122380	298300	143110	378920	108010	12	12	12	25.1	25.1	25.1	60.931	0	86.615	17	Q9JHU9	Q9JHU9	Inositol-3-phosphate synthase 1	Isyna1	sp|Q9JHU9|INO1_MOUSE Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1
232390	206270	229900	200360	287940	244280	218440	188260	275020	262360	256100	228570	243010	255670	262780	176930	10	10	10	47.1	47.1	47.1	30.501	0	109.52	34	Q9JHW2	Q9JHW2	Omega-amidase NIT2	Nit2	sp|Q9JHW2|NIT2_MOUSE Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1
